4,89.28,88.91,89.1,88.72
4,88.69,89.08,88.92,89.02
5,88.9,89.23,89.11,88.75
5,89.22,89.03,88.63,88.67
6,88.93,88.6,88.99,88.26
7,88.57,88.64,88.17,88.21
3,88.96,88.64,88.83,89.22
2,88.84,89.04,89.29,89.49
1,89.05,88.98,89.19,88.93
