4,88.03,88.16,87.87,87.93,88.24,88.17,88.14,87.71
5,84.49,84.88,84.76,85.22,84.65,84.85,84.7,85.36
6,87.66,88.62,88.18,87.76,88.18,88.47,88.17,88
7,86.98,84.06,86.8,86.74,86.75,86.7,87.06,86.89
8,87.46,87.44,87.41,87.25,87.03,87.4,87.14,87.4
9,87.27,87.03,87.03,87.15,87.13,86.74,86.9,86.86
3,88.21,87.57,88.43,88.07,88.32,88.27,88.05,87.94
2,88.43,88.42,88.69,88.14,87.94,88.07,88.36,88.48
1,87.69,87.97,87.78,88.56,87.82,88.74,88.15,87.78
