4,89.76,88.53,89.13,88.87,88.9,89.17,89.15,88.95
5,85.35,85.64,85.58,85.6,85.35,85.85,85.41,85.61
6,89.16,88.77,88.93,89.11,88.95,88.73,89.28,88.79
7,88.29,87.81,88.13,88.25,88.17,87.72,88.27,87.98
8,88.03,88.2,88.34,87.84,88.39,87.9,88.36,88.3
9,88.11,88.15,88.23,87.84,87.79,88.2,88.17,88.18
3,88.99,88.91,88.79,88.99,89.16,89.11,88.92,89.08
2,89.03,89.18,88.67,88.86,89.03,89.27,88.67,89.06
1,88.92,88.93,89.04,89.22,89.06,89.2,89.5,88.91
