4,88.91,89.24,89.24,89.4
4,89.28,89.55,89.29,89.49
5,88.9,89.28,89.81,89.34
5,89.45,89.69,89.27,89.85
6,89.02,88.91,89.08,88.8
7,88.57,88.77,88.67,88.6
3,89.48,89.11,88.9,89.76
2,89.52,89.75,89.71,89.24
1,88.85,89.25,89.05,89.5
