4,88.42,88.17,87.64,88.05
4,88.31,88.11,88.08,88.17
5,88.18,87.97,88.32,88.24
5,88.73,87.98,87.86,88.05
6,87.45,87.44,87.47,87.91
7,87.44,87.42,87.35,87.42
3,88.21,88.28,88.16,88.21
2,88.14,88.25,88.29,87.81
1,88.29,88.36,88.58,88.19
